"Nombre de Archivo: liq 319 2022-feb-25_2022-mar-10 REF.xls"
"Fecha de Creaccion de Registro: 14/03/2022 11:00:14"
"Periodo de liquidacion: 25/feb/2022->10/mar/2022"
"Registros de Conciliacion:"
"CL-ALICE-22 CAMISETA"
"-:3190090010,I-BLEONORI-0103-22 VESTIDO SISA AMARILLO T.4,5"
"-:3190090011,I-BLEONORI-0103-22 VESTIDO SISA AMARILLO T.6,8"
"-:3190090012,I-BLEONORI-0103-22 VESTIDO SISA AMARILLO T.8,7"
"I-BLEONORI-0104-22 VESTIDO"
"-:I-BLEONORI-0104-22 VESTIDO,634,15"
"-:3190090013,I-BLEONORI-0104-22 VESTIDO SISA GRIS JASPEADO T.2,2"
"-:3190090014,I-BLEONORI-0104-22 VESTIDO SISA GRIS JASPEADO T.4,3"
"-:3190090015,I-BLEONORI-0104-22 VESTIDO SISA GRIS JASPEADO T.6,6"
"-:3190090016,I-BLEONORI-0104-22 VESTIDO SISA GRIS JASPEADO T.8,4"
"I-BLEONORI-0105-22 VESTIDO"
"-:I-BLEONORI-0105-22 VESTIDO,638,18"
"-:3190090018,I-BLEONORI-0105-22 VESTIDO SISA BEIGE T.4,4"
"-:3190090019,I-BLEONORI-0105-22 VESTIDO SISA BEIGE T.6,3"
"-:3190090020,I-BLEONORI-0105-22 VESTIDO SISA BEIGE T.8,11"
"I-BLEONORI-0106-22 VESTIDO"
"-:I-BLEONORI-0106-22 VESTIDO,643,22"
"-:3190090021,I-BLEONORI-0106-22 VESTIDO SISA MELON T.2,2"
"-:3190090022,I-BLEONORI-0106-22 VESTIDO SISA MELON T.4,5"
"-:3190090023,I-BLEONORI-0106-22 VESTIDO SISA MELON T.6,7"
"-:3190090024,I-BLEONORI-0106-22 VESTIDO SISA MELON T.8,8"
"I-BLEONORI-0107-22 VESTIDO"
"-:I-BLEONORI-0107-22 VESTIDO,648,27"
"-:3190090025,I-BLEONORI-0107-22 VESTIDO SISA AZUL T.2,5"
"-:3190090026,I-BLEONORI-0107-22 VESTIDO SISA AZUL T.4,5"
"-:3190090027,I-BLEONORI-0107-22 VESTIDO SISA AZUL T.6,4"
"-:3190090028,I-BLEONORI-0107-22 VESTIDO SISA AZUL T.8,13"
"I-VALENTINA-22 VESTIDO"
"-:I-VALENTINA-22 VESTIDO,651,4"
"-:3190090110,I-VALENTINA-22 VESTIDO CON CAPUCHA  SURTIDO T.4,2"
"-:3190090111,I-VALENTINA-22 VESTIDO CON CAPUCHA  SURTIDO T.6,2"
"URB-ANTONELLA0203-22 CAMISETA"
"-:URB-ANTONELLA0203-22 CAMISETA,655,4"
"-:3190051037,URB-ANTONELLA0203-22 CAMISETA CORTA VINO T.P,1"
"-:3190051038,URB-ANTONELLA0203-22 CAMISETA CORTA VINO T.M,2"
"-:3190051040,URB-ANTONELLA0203-22 CAMISETA CORTA VINO T.EG,1"
"URB-ANTONELLA0204-22 CAMISETA"
"-:URB-ANTONELLA0204-22 CAMISETA,657,1"
"-:3190051026,URB-ANTONELLA0204-22 CAMISETA CORTA GRIS CLARO T.M,1"
"URB-ANTONELLA0205-22 CAMISETA"
"-:URB-ANTONELLA0205-22 CAMISETA,659,1"
"-:3190051033,URB-ANTONELLA0205-22 CAMISETA CORTA ROSADO T.P,1"
"URB-ANTONELLA0206-22 CAMISETA"
"-:URB-ANTONELLA0206-22 CAMISETA,661,1"
"-:3190051031,URB-ANTONELLA0206-22 CAMISETA CORTA GRIS OSCURO T.G,1"
"URB-JESSI-22 CAMISETA"
"-:URB-JESSI-22 CAMISETA,679,58"
"-:3190050909,URB-JESSI-22 CAMISETA CORTA MOSTAZA T.P,2"
"-:3190050910,URB-JESSI-22 CAMISETA CORTA MOSTAZA T.M,3"
"-:3190050911,URB-JESSI-22 CAMISETA CORTA MOSTAZA T.G,2"
"-:3190050912,URB-JESSI-22 CAMISETA CORTA MOSTAZA T.EG,1"
"-:3190050913,URB-JESSI-22 CAMISETA CORTA NEGRO T.P,4"
"-:3190050914,URB-JESSI-22 CAMISETA CORTA NEGRO T.M,2"
"-:3190050915,URB-JESSI-22 CAMISETA CORTA NEGRO T.G,4"
"-:3190050916,URB-JESSI-22 CAMISETA CORTA NEGRO T.EG,1"
"-:3190050917,URB-JESSI-22 CAMISETA CORTA TERRACOTA T.P,6"
"-:3190050918,URB-JESSI-22 CAMISETA CORTA TERRACOTA T.M,5"
"-:3190050919,URB-JESSI-22 CAMISETA CORTA TERRACOTA T.G,5"
"-:3190050920,URB-JESSI-22 CAMISETA CORTA TERRACOTA T.EG,7"
"-:3190050921,URB-JESSI-22 CAMISETA CORTA VERDE ACEITUNA T.P,4"
"-:3190050922,URB-JESSI-22 CAMISETA CORTA VERDE ACEITUNA T.M,8"
"-:3190050923,URB-JESSI-22 CAMISETA CORTA VERDE ACEITUNA T.G,2"
"-:3190050926,URB-JESSI-22 CAMISETA CORTA VINO T.M,1"
"-:3190050928,URB-JESSI-22 CAMISETA CORTA VINO T.EG,1"
"URB-LILA-0201-22 CAMISETA"
"-:URB-LILA-0201-22 CAMISETA,684,20"
"-:3190050977,URB-LILA-0201-22 CAMISETA CORTA NEGRO T.P,5"
"-:3190050978,URB-LILA-0201-22 CAMISETA CORTA NEGRO T.M,6"
"-:3190050979,URB-LILA-0201-22 CAMISETA CORTA NEGRO T.G,7"
"-:3190050980,URB-LILA-0201-22 CAMISETA CORTA NEGRO T.EG,2"
"URB-LILA-0202-22 CAMISETA"
"-:URB-LILA-0202-22 CAMISETA,689,27"
"-:3190050981,URB-LILA-0202-22 CAMISETA CORTA PALO ROSA T.P,8"
"-:3190050982,URB-LILA-0202-22 CAMISETA CORTA PALO ROSA T.M,8"
"-:3190050983,URB-LILA-0202-22 CAMISETA CORTA PALO ROSA T.G,7"
"-:3190050984,URB-LILA-0202-22 CAMISETA CORTA PALO ROSA T.EG,4"
"URB-LILA-0203-22 CAMISETA"
"-:URB-LILA-0203-22 CAMISETA,694,35"
"-:3190050985,URB-LILA-0203-22 CAMISETA CORTA VERDE MILITAR T.P,7"
"-:3190050986,URB-LILA-0203-22 CAMISETA CORTA VERDE MILITAR T.M,10"
"-:3190050987,URB-LILA-0203-22 CAMISETA CORTA VERDE MILITAR T.G,7"
"-:3190050988,URB-LILA-0203-22 CAMISETA CORTA VERDE MILITAR T.EG,11"
"URB-LILA-0204-22 CAMISETA"
"-:URB-LILA-0204-22 CAMISETA,699,32"
"-:3190050989,URB-LILA-0204-22 CAMISETA CORTA MENTA T.P,4"
"-:3190050990,URB-LILA-0204-22 CAMISETA CORTA MENTA T.M,9"
"-:3190050991,URB-LILA-0204-22 CAMISETA CORTA MENTA T.G,10"
"-:3190050992,URB-LILA-0204-22 CAMISETA CORTA MENTA T.EG,9"
"URB-LILA-0205-22 CAMISETA"
"-:URB-LILA-0205-22 CAMISETA,704,28"
"-:3190050993,URB-LILA-0205-22 CAMISETA CORTA BEIGE T.P,5"
"-:3190050994,URB-LILA-0205-22 CAMISETA CORTA BEIGE T.M,6"
"-:3190050995,URB-LILA-0205-22 CAMISETA CORTA BEIGE T.G,11"
"-:3190050996,URB-LILA-0205-22 CAMISETA CORTA BEIGE T.EG,6"
"URB-LILA-0206-22 CAMISETA"
"-:URB-LILA-0206-22 CAMISETA,709,26"
"-:3190050997,URB-LILA-0206-22 CAMISETA CORTA AZUL MARINO T.P,3"
"-:3190050998,URB-LILA-0206-22 CAMISETA CORTA AZUL MARINO T.M,3"
"-:3190050999,URB-LILA-0206-22 CAMISETA CORTA AZUL MARINO T.G,12"
"-:3190051000,URB-LILA-0206-22 CAMISETA CORTA AZUL MARINO T.EG,8"
"URB-LILA-0207-22 CAMISETA"
"-:URB-LILA-0207-22 CAMISETA,714,25"
"-:3190051001,URB-LILA-0207-22 CAMISETA CORTA ROSADO T.P,7"
"-:3190051002,URB-LILA-0207-22 CAMISETA CORTA ROSADO T.M,7"
"-:3190051003,URB-LILA-0207-22 CAMISETA CORTA ROSADO T.G,6"
"-:3190051004,URB-LILA-0207-22 CAMISETA CORTA ROSADO T.EG,5"
"URB-LILA-0208-22 CAMISETA"
"-:URB-LILA-0208-22 CAMISETA,719,28"
"-:3190051005,URB-LILA-0208-22 CAMISETA CORTA GRIS JASPEADO T.P,6"
"-:3190051006,URB-LILA-0208-22 CAMISETA CORTA GRIS JASPEADO T.M,4"
"-:3190051007,URB-LILA-0208-22 CAMISETA CORTA GRIS JASPEADO T.G,11"
"-:3190051008,URB-LILA-0208-22 CAMISETA CORTA GRIS JASPEADO T.EG,7"
"URB-LUCIANA-22 CAMISETA"
"-:URB-LUCIANA-22 CAMISETA,744,70"
"-:3190050881,URB-LUCIANA-22 CAMISETA CORTA GRIS JASPEADO T.P,2"
"-:3190050883,URB-LUCIANA-22 CAMISETA CORTA GRIS JASPEADO T.G,1"
"-:3190050884,URB-LUCIANA-22 CAMISETA CORTA GRIS JASPEADO T.EG,4"
"-:3190050885,URB-LUCIANA-22 CAMISETA CORTA GRIS OSCURO T.P,2"
"-:3190050886,URB-LUCIANA-22 CAMISETA CORTA GRIS OSCURO T.M,2"
"-:3190050888,URB-LUCIANA-22 CAMISETA CORTA GRIS OSCURO T.EG,5"
"-:3190050889,URB-LUCIANA-22 CAMISETA CORTA HABANO T.P,4"
"-:3190050890,URB-LUCIANA-22 CAMISETA CORTA HABANO T.M,3"
"-:3190050891,URB-LUCIANA-22 CAMISETA CORTA HABANO T.G,1"
"-:3190050892,URB-LUCIANA-22 CAMISETA CORTA HABANO T.EG,3"
"-:3190050893,URB-LUCIANA-22 CAMISETA CORTA MELON T.P,5"
"-:3190050894,URB-LUCIANA-22 CAMISETA CORTA MELON T.M,5"
"-:3190050895,URB-LUCIANA-22 CAMISETA CORTA MELON T.G,4"
"-:3190050897,URB-LUCIANA-22 CAMISETA CORTA NEGRO T.P,3"
"-:3190050898,URB-LUCIANA-22 CAMISETA CORTA NEGRO T.M,3"
"-:3190050899,URB-LUCIANA-22 CAMISETA CORTA NEGRO T.G,3"
"-:3190050900,URB-LUCIANA-22 CAMISETA CORTA NEGRO T.EG,2"
"-:3190050901,URB-LUCIANA-22 CAMISETA CORTA PALO ROSA OSCURO T.P,1"
"-:3190050902,URB-LUCIANA-22 CAMISETA CORTA PALO ROSA OSCURO T.M,1"
"-:3190050903,URB-LUCIANA-22 CAMISETA CORTA PALO ROSA OSCURO T.G,5"
"-:3190050904,URB-LUCIANA-22 CAMISETA CORTA PALO ROSA OSCURO T.EG,1"
"-:3190050905,URB-LUCIANA-22 CAMISETA CORTA VERDE ACEITUNA T.P,3"
"-:3190050906,URB-LUCIANA-22 CAMISETA CORTA VERDE ACEITUNA T.M,5"
"-:3190050908,URB-LUCIANA-22 CAMISETA CORTA VERDE ACEITUNA T.EG,2"
"CT-ALBA-0108-22"
"-:CT-ALBA-0108-22,772,-1"
"-:3190050188,CT-ALBA-0108-22 CAMISETA CORTA MENTA T.20,-1"
"CT-ALBA-0212-22"
"-:CT-ALBA-0212-22,774,-1"
"-:3190050303,CT-ALBA-0212-22 CAMISETA CORTA AZUL T.18,-1"
"CT-EMILIA-02-22"
"-:CT-EMILIA-02-22,776,-1"
"-:3190051165,CT-EMILIA-02-22 CAMISETA CORTA ROSADO T.P,-1"
"CT-GABY-0104-22"
"-:CT-GABY-0104-22,778,-1"
"-:3190050223,CT-GABY-0104-22 CAMISETA CORTA BEIGE T.G,-1"
"CT-GABY-0105-22"
"-:CT-GABY-0105-22,780,-1"
"-:3190050231,CT-GABY-0105-22 CAMISETA CORTA BEIGE T.G,-1"
"CT-GABY-0213-22"
"-:CT-GABY-0213-22,782,-1"
"-:3190050257,CT-GABY-0213-22 CAMISETA CORTA JADE T.P,-1"
"CT-GABY-0216-22"
"-:CT-GABY-0216-22,785,-2"
"-:3190050272,CT-GABY-0216-22 CAMISETA CORTA AZUL MARINO T.EG,-1"
"-:3190050270,CT-GABY-0216-22 CAMISETA CORTA AZUL MARINO T.M,-1"
"CT-PL-EMILIA-22"
"-:CT-PL-EMILIA-22,787,-1"
"-:3190050369,CT-PL-EMILIA-22 CAMISETA CORTA CORAL T.14,-1"
"CT-SARA-0202-22"
"-:CT-SARA-0202-22,791,-1"
"-:3190051048,CT-SARA-0202-22 CAMISETA CORTA PALO ROSA OSCURO T.EG,-1"
"CT-SARA-0203-22"
"-:CT-SARA-0203-22,793,-1"
"-:3190051053,CT-SARA-0203-22 CAMISETA CORTA PALO ROSA T.P,-1"
"CT-SARA-0208-22"
"-:CT-SARA-0208-22,795,-1"
"-:3190051073,CT-SARA-0208-22 CAMISETA CORTA AZUL T.P,-1"
"E-BL190-0101-22"
"-:E-BL190-0101-22,797,-1"
"-:3190050001,E-BL190-0101-22 CAMISETA M/C PALO ROSA T.10,-1"
"E-IRIA-0101-22"
"-:E-IRIA-0101-22,801,-3"
"-:3190090093,E-IRIA-0101-22 VESTIDO CON CAPUCHA  AZUL MARINO T.10,-1"
"-:3190090098,E-IRIA-0101-22 VESTIDO CON CAPUCHA  FRESA T.12,-1"
"-:3190090095,E-IRIA-0101-22 VESTIDO CON CAPUCHA  AZUL MARINO T.14,-1"
"E-MILA-0205-22"
"-:E-MILA-0205-22,803,-1"
"-:3190050946,E-MILA-0205-22 CAMISETA M/C GRIS JASPEADO T.12,-1"
"I-BL190-0101-22"
"-:I-BL190-0101-22,809,-1"
"-:3190050052,I-BL190-0101-22 CAMISETA M/C BEIGE T.8,-1"
"I-BL190-0103-22"
"-:I-BL190-0103-22,811,-1"
"-:3190050056,I-BL190-0103-22 CAMISETA M/C BEIGE T.8,-1"
"I-BL190-0104-22"
"-:I-BL190-0104-22,813,-1"
"-:3190050060,I-BL190-0104-22 CAMISETA M/C ROSADO CLARO T.8,-1"
"I-BL190-0108-22"
"-:I-BL190-0108-22,815,-1"
"-:3190050076,I-BL190-0108-22 CAMISETA M/C GRIS JASPEADO T.8,-1"
"I-BL190-0110-22"
"-:I-BL190-0110-22,817,-1"
"-:3190050084,I-BL190-0110-22 CAMISETA M/C AZUL MARINO T.8,-1"
"I-BL190-0117-22"
"-:I-BL190-0117-22,819,-1"
"-:3190050111,I-BL190-0117-22 CAMISETA M/C ROSADO CLARO T.6,-1"
"I-BLEONORI-0105-22"
"-:I-BLEONORI-0105-22,821,-1"
"-:3190090018,I-BLEONORI-0105-22 VESTIDO SISA BEIGE T.4,-1"
"I-BLEONORI-0106-22"
"-:I-BLEONORI-0106-22,825,-3"
"-:3190090022,I-BLEONORI-0106-22 VESTIDO SISA MELON T.4,-2"
"-:3190090024,I-BLEONORI-0106-22 VESTIDO SISA MELON T.8,-1"
"I-BLEONORI-0107-22"
"-:I-BLEONORI-0107-22,828,-2"
"-:3190090026,I-BLEONORI-0107-22 VESTIDO SISA AZUL T.4,-1"
"-:3190090027,I-BLEONORI-0107-22 VESTIDO SISA AZUL T.6,-1"
"URB-LILA-0202-22"
"-:URB-LILA-0202-22,830,-1"
"-:3190050983,URB-LILA-0202-22 CAMISETA CORTA PALO ROSA T.G,-1"
"URB-LILA-0204-22"
"-:URB-LILA-0204-22,832,-1"
"-:3190050991,URB-LILA-0204-22 CAMISETA CORTA MENTA T.G,-1"
"URB-LILA-0208-22"
"-:URB-LILA-0208-22,834,-1"
"-:3190051006,URB-LILA-0208-22 CAMISETA CORTA GRIS JASPEADO T.M,-1"
