"Nombre de Archivo: liq 319 2022-mar-25_2022-abr-10 REF.xls"
"Fecha de Creaccion de Registro: 12/4/2022 19:17:03"
"Periodo de liquidacion: 25/mar/2022->10/abr/2022"
"Registros de Conciliacion:"
"CL-ALBA-0319-22 CAMISETA"
"-:3190050970,CT-ALBA-0102-22 CAMISETA CORTA NEGRO T.16,3"
"-:3190050971,CT-ALBA-0102-22 CAMISETA CORTA NEGRO T.18,3"
"-:3190050972,CT-ALBA-0102-22 CAMISETA CORTA NEGRO T.20,2"
"CT-ALBA-0103-22 CAMISETA"
"-:CT-ALBA-0103-22 CAMISETA,249,11"
"-:3190050973,CT-ALBA-0103-22 CAMISETA CORTA CELESTE T.14,2"
"-:3190050974,CT-ALBA-0103-22 CAMISETA CORTA CELESTE T.16,5"
"-:3190050975,CT-ALBA-0103-22 CAMISETA CORTA CELESTE T.18,2"
"-:3190050976,CT-ALBA-0103-22 CAMISETA CORTA CELESTE T.20,2"
"CT-ALBA-0104-22 CAMISETA"
"-:CT-ALBA-0104-22 CAMISETA,254,13"
"-:3190050173,CT-ALBA-0104-22 CAMISETA CORTA PALO ROSA T.14,5"
"-:3190050174,CT-ALBA-0104-22 CAMISETA CORTA PALO ROSA T.16,3"
"-:3190050175,CT-ALBA-0104-22 CAMISETA CORTA PALO ROSA T.18,3"
"-:3190050176,CT-ALBA-0104-22 CAMISETA CORTA PALO ROSA T.20,2"
"CT-ALBA-0105-22 CAMISETA"
"-:CT-ALBA-0105-22 CAMISETA,259,16"
"-:3190050193,CT-ALBA-0105-22 CAMISETA CORTA BEIGE T.14,6"
"-:3190050194,CT-ALBA-0105-22 CAMISETA CORTA BEIGE T.16,2"
"-:3190050195,CT-ALBA-0105-22 CAMISETA CORTA BEIGE T.18,6"
"-:3190050196,CT-ALBA-0105-22 CAMISETA CORTA BEIGE T.20,2"
"CT-ALBA-0106-22 CAMISETA"
"-:CT-ALBA-0106-22 CAMISETA,264,10"
"-:3190050177,CT-ALBA-0106-22 CAMISETA CORTA NEGRO T.14,1"
"-:3190050178,CT-ALBA-0106-22 CAMISETA CORTA NEGRO T.16,1"
"-:3190050179,CT-ALBA-0106-22 CAMISETA CORTA NEGRO T.18,5"
"-:3190050180,CT-ALBA-0106-22 CAMISETA CORTA NEGRO T.20,3"
"CT-ALBA-0107-22 CAMISETA"
"-:CT-ALBA-0107-22 CAMISETA,269,9"
"-:3190050181,CT-ALBA-0107-22 CAMISETA CORTA BEIGE T.14,1"
"-:3190050182,CT-ALBA-0107-22 CAMISETA CORTA BEIGE T.16,4"
"-:3190050183,CT-ALBA-0107-22 CAMISETA CORTA BEIGE T.18,3"
"-:3190050184,CT-ALBA-0107-22 CAMISETA CORTA BEIGE T.20,1"
"CT-ALBA-0108-22 CAMISETA"
"-:CT-ALBA-0108-22 CAMISETA,274,13"
"-:3190050185,CT-ALBA-0108-22 CAMISETA CORTA MENTA T.14,2"
"-:3190050186,CT-ALBA-0108-22 CAMISETA CORTA MENTA T.16,7"
"-:3190050187,CT-ALBA-0108-22 CAMISETA CORTA MENTA T.18,1"
"-:3190050188,CT-ALBA-0108-22 CAMISETA CORTA MENTA T.20,3"
"CT-ALBA-0109-22 CAMISETA"
"-:CT-ALBA-0109-22 CAMISETA,279,17"
"-:3190050189,CT-ALBA-0109-22 CAMISETA CORTA PALO ROSA T.14,7"
"-:3190050190,CT-ALBA-0109-22 CAMISETA CORTA PALO ROSA T.16,3"
"-:3190050191,CT-ALBA-0109-22 CAMISETA CORTA PALO ROSA T.18,4"
"-:3190050192,CT-ALBA-0109-22 CAMISETA CORTA PALO ROSA T.20,3"
"CT-ALBA-0210-22 CAMISETA"
"-:CT-ALBA-0210-22 CAMISETA,284,12"
"-:3190050289,CT-ALBA-0210-22 CAMISETA CORTA FUCSIA T.14,3"
"-:3190050290,CT-ALBA-0210-22 CAMISETA CORTA FUCSIA T.16,4"
"-:3190050291,CT-ALBA-0210-22 CAMISETA CORTA FUCSIA T.18,4"
"-:3190050292,CT-ALBA-0210-22 CAMISETA CORTA FUCSIA T.20,1"
"CT-ALBA-0211-22 CAMISETA"
"-:CT-ALBA-0211-22 CAMISETA,289,24"
"-:3190050281,CT-ALBA-0211-22 CAMISETA CORTA PALO ROSA T.14,5"
"-:3190050282,CT-ALBA-0211-22 CAMISETA CORTA PALO ROSA T.16,4"
"-:3190050283,CT-ALBA-0211-22 CAMISETA CORTA PALO ROSA T.18,5"
"-:3190050284,CT-ALBA-0211-22 CAMISETA CORTA PALO ROSA T.20,10"
"CT-ALBA-0212-22 CAMISETA"
"-:CT-ALBA-0212-22 CAMISETA,294,18"
"-:3190050301,CT-ALBA-0212-22 CAMISETA CORTA AZUL T.14,2"
"-:3190050302,CT-ALBA-0212-22 CAMISETA CORTA AZUL T.16,7"
"-:3190050303,CT-ALBA-0212-22 CAMISETA CORTA AZUL T.18,3"
"-:3190050304,CT-ALBA-0212-22 CAMISETA CORTA AZUL T.20,6"
"CT-ALBA-0213-22 CAMISETA"
"-:CT-ALBA-0213-22 CAMISETA,299,13"
"-:3190050285,CT-ALBA-0213-22 CAMISETA CORTA VERDE MILITAR T.14,2"
"-:3190050286,CT-ALBA-0213-22 CAMISETA CORTA VERDE MILITAR T.16,1"
"-:3190050287,CT-ALBA-0213-22 CAMISETA CORTA VERDE MILITAR T.18,1"
"-:3190050288,CT-ALBA-0213-22 CAMISETA CORTA VERDE MILITAR T.20,9"
"CT-ALBA-0214-22 CAMISETA"
"-:CT-ALBA-0214-22 CAMISETA,304,16"
"-:3190050293,CT-ALBA-0214-22 CAMISETA CORTA VERDE JADE T.14,6"
"-:3190050294,CT-ALBA-0214-22 CAMISETA CORTA VERDE JADE T.16,4"
"-:3190050295,CT-ALBA-0214-22 CAMISETA CORTA VERDE JADE T.18,5"
"-:3190050296,CT-ALBA-0214-22 CAMISETA CORTA VERDE JADE T.20,1"
"CT-ALBA-0215-22 CAMISETA"
"-:CT-ALBA-0215-22 CAMISETA,309,17"
"-:3190050297,CT-ALBA-0215-22 CAMISETA CORTA BEIGE T.14,1"
"-:3190050298,CT-ALBA-0215-22 CAMISETA CORTA BEIGE T.16,7"
"-:3190050299,CT-ALBA-0215-22 CAMISETA CORTA BEIGE T.18,5"
"-:3190050300,CT-ALBA-0215-22 CAMISETA CORTA BEIGE T.20,4"
